timestamp,impression_count
2026-02-01 14:45:00,868
2026-02-01 14:50:00,818
2026-02-01 14:55:00,858
2026-02-01 15:00:00,904
2026-02-01 15:05:00,908
2026-02-01 15:10:00,889
2026-02-01 15:15:00,908
2026-02-01 15:20:00,919
2026-02-01 15:25:00,944
2026-02-01 15:30:00,904
2026-02-01 15:35:00,972
2026-02-01 15:40:00,904
2026-02-01 15:45:00,887
2026-02-01 15:50:00,877
2026-02-01 15:55:00,922
2026-02-01 16:00:00,846
2026-02-01 16:05:00,801
2026-02-01 16:10:00,817
2026-02-01 16:15:00,844
2026-02-01 16:20:00,818
2026-02-01 16:25:00,867
2026-02-01 16:30:00,784
2026-02-01 16:35:00,806
2026-02-01 16:40:00,814
2026-02-01 16:45:00,842
2026-02-01 16:50:00,781
2026-02-01 16:55:00,822
2026-02-01 17:00:00,3247
2026-02-01 17:05:00,3168
2026-02-01 17:10:00,3060
2026-02-01 17:15:00,3147
2026-02-01 17:20:00,3101
2026-02-01 17:25:00,3228
2026-02-01 17:30:00,3261
2026-02-01 17:35:00,3179
2026-02-01 17:40:00,3140
2026-02-01 17:45:00,3084
2026-02-01 17:50:00,3276
2026-02-01 17:55:00,3162
2026-02-01 18:00:00,2530
2026-02-01 18:05:00,2593
2026-02-01 18:10:00,2484
2026-02-01 18:15:00,2551
2026-02-01 18:20:00,2567
2026-02-01 18:25:00,2544
2026-02-01 18:30:00,2553
2026-02-01 18:35:00,2618
2026-02-01 18:40:00,2558
2026-02-01 18:45:00,2501
2026-02-01 18:50:00,2587
2026-02-01 18:55:00,2615
2026-02-01 19:00:00,3020
2026-02-01 19:05:00,3033
2026-02-01 19:10:00,3057
2026-02-01 19:15:00,3013
2026-02-01 19:20:00,2982
2026-02-01 19:25:00,3072
2026-02-01 19:30:00,3006
2026-02-01 19:35:00,2965
2026-02-01 19:40:00,2921
2026-02-01 19:45:00,3097
2026-02-01 19:50:00,2980
2026-02-01 19:55:00,2994
2026-02-01 20:00:00,2664
2026-02-01 20:05:00,2623
2026-02-01 20:10:00,2621
2026-02-01 20:15:00,2589
2026-02-01 20:20:00,2558
2026-02-01 20:25:00,2659
2026-02-01 20:30:00,2666
2026-02-01 20:35:00,2579
2026-02-01 20:40:00,2609
2026-02-01 20:45:00,2652
2026-02-01 20:50:00,2553
2026-02-01 20:55:00,2582
2026-02-01 21:00:00,1643
2026-02-01 21:05:00,1717
2026-02-01 21:10:00,1726
2026-02-01 21:15:00,1669
2026-02-01 21:20:00,1721
2026-02-01 21:25:00,1669
2026-02-01 21:30:00,1661
2026-02-01 21:35:00,1610
2026-02-01 21:40:00,1604
2026-02-01 21:45:00,1672
2026-02-01 21:50:00,1748
2026-02-01 21:55:00,1656
2026-02-01 22:00:00,1662
2026-02-01 22:05:00,1640
2026-02-01 22:10:00,1755
2026-02-01 22:15:00,1716
2026-02-01 22:20:00,1752
2026-02-01 22:25:00,1807
2026-02-01 22:30:00,1749
2026-02-01 22:35:00,1759
2026-02-01 22:40:00,1706
2026-02-01 22:45:00,1750
2026-02-01 22:50:00,1767
2026-02-01 22:55:00,1681
2026-02-01 23:00:00,1905
2026-02-01 23:05:00,1906
2026-02-01 23:10:00,1917
2026-02-01 23:15:00,1896
2026-02-01 23:20:00,1853
2026-02-01 23:25:00,1908
2026-02-01 23:30:00,1932
2026-02-01 23:35:00,1962
2026-02-01 23:40:00,1947
2026-02-01 23:45:00,1944
2026-02-01 23:50:00,1864
2026-02-01 23:55:00,1923
2026-02-02 00:00:00,133
2026-02-02 00:05:00,135
2026-02-02 00:10:00,154
2026-02-02 00:15:00,142
2026-02-02 00:20:00,136
2026-02-02 00:25:00,118
2026-02-02 00:30:00,142
2026-02-02 00:35:00,148
2026-02-02 00:40:00,132
2026-02-02 00:45:00,140
2026-02-02 00:50:00,118
2026-02-02 00:55:00,143
2026-02-02 01:00:00,137
2026-02-02 01:05:00,133
2026-02-02 01:10:00,141
2026-02-02 01:15:00,124
2026-02-02 01:20:00,138
2026-02-02 01:25:00,142
2026-02-02 01:30:00,112
2026-02-02 01:35:00,160
2026-02-02 01:40:00,123
2026-02-02 01:45:00,139
2026-02-02 01:50:00,133
2026-02-02 01:55:00,136
2026-02-02 02:00:00,141
2026-02-02 02:05:00,146
2026-02-02 02:10:00,140
2026-02-02 02:15:00,146
2026-02-02 02:20:00,141
2026-02-02 02:25:00,145
2026-02-02 02:30:00,115
2026-02-02 02:35:00,138
2026-02-02 02:40:00,156
2026-02-02 02:45:00,120
2026-02-02 02:50:00,160
2026-02-02 02:55:00,147
2026-02-02 03:00:00,106
2026-02-02 03:05:00,125
2026-02-02 03:10:00,115
2026-02-02 03:15:00,117
2026-02-02 03:20:00,93
2026-02-02 03:25:00,94
2026-02-02 03:30:00,116
2026-02-02 03:35:00,91
2026-02-02 03:40:00,92
2026-02-02 03:45:00,104
2026-02-02 03:50:00,107
2026-02-02 03:55:00,90
2026-02-02 04:00:00,118
2026-02-02 04:05:00,99
2026-02-02 04:10:00,104
2026-02-02 04:15:00,102
2026-02-02 04:20:00,114
2026-02-02 04:25:00,104
2026-02-02 04:30:00,123
2026-02-02 04:35:00,112
2026-02-02 04:40:00,124
2026-02-02 04:45:00,109
2026-02-02 04:50:00,117
2026-02-02 04:55:00,82
2026-02-02 05:00:00,90
2026-02-02 05:05:00,92
2026-02-02 05:10:00,79
2026-02-02 05:15:00,75
2026-02-02 05:20:00,75
2026-02-02 05:25:00,76
2026-02-02 05:30:00,65
2026-02-02 05:35:00,74
2026-02-02 05:40:00,66
2026-02-02 05:45:00,78
2026-02-02 05:50:00,74
2026-02-02 05:55:00,75
2026-02-02 06:00:00,84
2026-02-02 06:05:00,85
2026-02-02 06:10:00,82
2026-02-02 06:15:00,77
2026-02-02 06:20:00,73
2026-02-02 06:25:00,88
2026-02-02 06:30:00,98
2026-02-02 06:35:00,80
2026-02-02 06:40:00,88
2026-02-02 06:45:00,86
2026-02-02 06:50:00,97
2026-02-02 06:55:00,81
2026-02-02 07:00:00,298
2026-02-02 07:05:00,327
2026-02-02 07:10:00,327
2026-02-02 07:15:00,294
2026-02-02 07:20:00,296
2026-02-02 07:25:00,347
2026-02-02 07:30:00,258
2026-02-02 07:35:00,348
2026-02-02 07:40:00,346
2026-02-02 07:45:00,304
2026-02-02 07:50:00,329
2026-02-02 07:55:00,286
2026-02-02 08:00:00,376
2026-02-02 08:05:00,352
2026-02-02 08:10:00,374
2026-02-02 08:15:00,358
2026-02-02 08:20:00,409
2026-02-02 08:25:00,395
2026-02-02 08:30:00,343
2026-02-02 08:35:00,380
2026-02-02 08:40:00,385
2026-02-02 08:45:00,376
2026-02-02 08:50:00,374
2026-02-02 08:55:00,384
2026-02-02 09:00:00,245
2026-02-02 09:05:00,242
2026-02-02 09:10:00,264
2026-02-02 09:15:00,263
2026-02-02 09:20:00,253
2026-02-02 09:25:00,280
2026-02-02 09:30:00,255
2026-02-02 09:35:00,245
2026-02-02 09:40:00,270
2026-02-02 09:45:00,260
2026-02-02 09:50:00,259
2026-02-02 09:55:00,261
2026-02-02 10:00:00,329
2026-02-02 10:05:00,301
2026-02-02 10:10:00,351
2026-02-02 10:15:00,341
2026-02-02 10:20:00,323
2026-02-02 10:25:00,319
2026-02-02 10:30:00,353
2026-02-02 10:35:00,327
2026-02-02 10:40:00,304
2026-02-02 10:45:00,333
2026-02-02 10:50:00,340
2026-02-02 10:55:00,328
2026-02-02 11:00:00,1397
2026-02-02 11:05:00,1310
2026-02-02 11:10:00,1386
2026-02-02 11:15:00,1389
2026-02-02 11:20:00,1384
2026-02-02 11:25:00,1393
2026-02-02 11:30:00,1417
2026-02-02 11:35:00,1367
2026-02-02 11:40:00,1424
2026-02-02 11:45:00,1380
2026-02-02 11:50:00,1340
2026-02-02 11:55:00,1357
2026-02-02 12:00:00,1240
2026-02-02 12:05:00,1196
2026-02-02 12:10:00,1209
2026-02-02 12:15:00,1204
2026-02-02 12:20:00,1195
2026-02-02 12:25:00,1182
2026-02-02 12:30:00,1195
2026-02-02 12:35:00,1240
2026-02-02 12:40:00,1173
2026-02-02 12:45:00,1228
2026-02-02 12:50:00,1230
2026-02-02 12:55:00,1229
2026-02-02 13:00:00,1411
2026-02-02 13:05:00,1380
2026-02-02 13:10:00,1478
2026-02-02 13:15:00,1465
2026-02-02 13:20:00,1534
2026-02-02 13:25:00,1434
2026-02-02 13:30:00,1421
2026-02-02 13:35:00,1393
2026-02-02 13:40:00,1412
2026-02-02 13:45:00,1397
2026-02-02 13:50:00,1444
2026-02-02 13:55:00,1417
2026-02-02 14:00:00,593
2026-02-02 14:05:00,548
2026-02-02 14:10:00,561
2026-02-02 14:15:00,579
2026-02-02 14:20:00,575
2026-02-02 14:25:00,530
2026-02-02 14:30:00,558
2026-02-02 14:35:00,577
2026-02-02 14:40:00,593
2026-02-02 14:45:00,547
2026-02-02 14:50:00,579
2026-02-02 14:55:00,539
2026-02-02 15:00:00,534
2026-02-02 15:05:00,498
2026-02-02 15:10:00,480
2026-02-02 15:15:00,501
2026-02-02 15:20:00,491
2026-02-02 15:25:00,455
2026-02-02 15:30:00,501
2026-02-02 15:35:00,529
2026-02-02 15:40:00,541
2026-02-02 15:45:00,509
2026-02-02 15:50:00,523
2026-02-02 15:55:00,510
2026-02-02 16:00:00,428
2026-02-02 16:05:00,445
2026-02-02 16:10:00,396
2026-02-02 16:15:00,425
2026-02-02 16:20:00,385
2026-02-02 16:25:00,419
2026-02-02 16:30:00,415
2026-02-02 16:35:00,372
2026-02-02 16:40:00,427
2026-02-02 16:45:00,429
2026-02-02 16:50:00,415
2026-02-02 16:55:00,396
2026-02-02 17:00:00,1844
2026-02-02 17:05:00,1876
2026-02-02 17:10:00,1841
2026-02-02 17:15:00,1874
2026-02-02 17:20:00,1861
2026-02-02 17:25:00,1948
2026-02-02 17:30:00,1892
2026-02-02 17:35:00,1925
2026-02-02 17:40:00,1925
2026-02-02 17:45:00,1898
2026-02-02 17:50:00,1869
2026-02-02 17:55:00,1845
2026-02-02 18:00:00,2048
2026-02-02 18:05:00,2087
2026-02-02 18:10:00,2124
2026-02-02 18:15:00,2084
2026-02-02 18:20:00,2054
2026-02-02 18:25:00,2029
2026-02-02 18:30:00,2136
2026-02-02 18:35:00,2054
2026-02-02 18:40:00,2082
2026-02-02 18:45:00,2153
2026-02-02 18:50:00,2118
2026-02-02 18:55:00,2023
2026-02-02 19:00:00,1902
2026-02-02 19:05:00,2067
2026-02-02 19:10:00,2005
2026-02-02 19:15:00,1927
2026-02-02 19:20:00,1972
2026-02-02 19:25:00,1881
2026-02-02 19:30:00,1945
2026-02-02 19:35:00,1941
2026-02-02 19:40:00,1927
2026-02-02 19:45:00,1958
2026-02-02 19:50:00,1930
2026-02-02 19:55:00,1975
2026-02-02 20:00:00,1655
2026-02-02 20:05:00,1656
2026-02-02 20:10:00,1668
2026-02-02 20:15:00,1617
2026-02-02 20:20:00,1615
2026-02-02 20:25:00,1538
2026-02-02 20:30:00,1560
2026-02-02 20:35:00,1567
2026-02-02 20:40:00,1611
2026-02-02 20:45:00,1683
2026-02-02 20:50:00,1569
2026-02-02 20:55:00,1579
2026-02-02 21:00:00,1111
2026-02-02 21:05:00,1031
2026-02-02 21:10:00,1059
2026-02-02 21:15:00,1053
2026-02-02 21:20:00,1043
2026-02-02 21:25:00,1083
2026-02-02 21:30:00,1039
2026-02-02 21:35:00,1015
2026-02-02 21:40:00,989
2026-02-02 21:45:00,1059
2026-02-02 21:50:00,1071
2026-02-02 21:55:00,1096
2026-02-02 22:00:00,910
2026-02-02 22:05:00,936
2026-02-02 22:10:00,970
2026-02-02 22:15:00,950
2026-02-02 22:20:00,899
2026-02-02 22:25:00,934
2026-02-02 22:30:00,890
2026-02-02 22:35:00,916
2026-02-02 22:40:00,944
2026-02-02 22:45:00,916
2026-02-02 22:50:00,908
2026-02-02 22:55:00,935
2026-02-02 23:00:00,752
2026-02-02 23:05:00,724
2026-02-02 23:10:00,708
2026-02-02 23:15:00,787
2026-02-02 23:20:00,734
2026-02-02 23:25:00,726
2026-02-02 23:30:00,780
2026-02-02 23:35:00,740
2026-02-02 23:40:00,731
2026-02-02 23:45:00,770
2026-02-02 23:50:00,692
2026-02-02 23:55:00,784
2026-02-03 00:00:00,117
2026-02-03 00:05:00,99
2026-02-03 00:10:00,119
2026-02-03 00:15:00,125
2026-02-03 00:20:00,128
2026-02-03 00:25:00,131
2026-02-03 00:30:00,115
2026-02-03 00:35:00,111
2026-02-03 00:40:00,121
2026-02-03 00:45:00,89
2026-02-03 00:50:00,116
2026-02-03 00:55:00,110
2026-02-03 01:00:00,112
2026-02-03 01:05:00,90
2026-02-03 01:10:00,100
2026-02-03 01:15:00,85
2026-02-03 01:20:00,110
2026-02-03 01:25:00,93
2026-02-03 01:30:00,104
2026-02-03 01:35:00,103
2026-02-03 01:40:00,99
2026-02-03 01:45:00,100
2026-02-03 01:50:00,92
2026-02-03 01:55:00,92
2026-02-03 02:00:00,175
2026-02-03 02:05:00,134
2026-02-03 02:10:00,151
2026-02-03 02:15:00,162
2026-02-03 02:20:00,153
2026-02-03 02:25:00,173
2026-02-03 02:30:00,148
2026-02-03 02:35:00,151
2026-02-03 02:40:00,156
2026-02-03 02:45:00,167
2026-02-03 02:50:00,162
2026-02-03 02:55:00,147
2026-02-03 03:00:00,103
2026-02-03 03:05:00,85
2026-02-03 03:10:00,98
2026-02-03 03:15:00,100
2026-02-03 03:20:00,90
2026-02-03 03:25:00,75
2026-02-03 03:30:00,88
2026-02-03 03:35:00,98
2026-02-03 03:40:00,118
2026-02-03 03:45:00,72
2026-02-03 03:50:00,102
2026-02-03 03:55:00,67
2026-02-03 04:00:00,123
2026-02-03 04:05:00,124
2026-02-03 04:10:00,141
2026-02-03 04:15:00,127
2026-02-03 04:20:00,145
2026-02-03 04:25:00,145
2026-02-03 04:30:00,143
2026-02-03 04:35:00,123
2026-02-03 04:40:00,153
2026-02-03 04:45:00,126
2026-02-03 04:50:00,139
2026-02-03 04:55:00,145
2026-02-03 05:00:00,142
2026-02-03 05:05:00,156
2026-02-03 05:10:00,167
2026-02-03 05:15:00,166
2026-02-03 05:20:00,144
2026-02-03 05:25:00,156
2026-02-03 05:30:00,156
2026-02-03 05:35:00,162
2026-02-03 05:40:00,149
2026-02-03 05:45:00,151
2026-02-03 05:50:00,142
2026-02-03 05:55:00,170
2026-02-03 06:00:00,88
2026-02-03 06:05:00,76
2026-02-03 06:10:00,84
2026-02-03 06:15:00,68
2026-02-03 06:20:00,79
2026-02-03 06:25:00,75
2026-02-03 06:30:00,57
2026-02-03 06:35:00,79
2026-02-03 06:40:00,81
2026-02-03 06:45:00,73
2026-02-03 06:50:00,61
2026-02-03 06:55:00,80
2026-02-03 07:00:00,320
2026-02-03 07:05:00,335
2026-02-03 07:10:00,276
2026-02-03 07:15:00,310
2026-02-03 07:20:00,291
2026-02-03 07:25:00,275
2026-02-03 07:30:00,294
2026-02-03 07:35:00,284
2026-02-03 07:40:00,327
2026-02-03 07:45:00,321
2026-02-03 07:50:00,327
2026-02-03 07:55:00,318
2026-02-03 08:00:00,388
2026-02-03 08:05:00,396
2026-02-03 08:10:00,407
2026-02-03 08:15:00,436
2026-02-03 08:20:00,405
2026-02-03 08:25:00,388
2026-02-03 08:30:00,396
2026-02-03 08:35:00,382
2026-02-03 08:40:00,413
2026-02-03 08:45:00,387
2026-02-03 08:50:00,380
2026-02-03 08:55:00,381
2026-02-03 09:00:00,297
2026-02-03 09:05:00,308
2026-02-03 09:10:00,313
2026-02-03 09:15:00,333
2026-02-03 09:20:00,276
2026-02-03 09:25:00,326
2026-02-03 09:30:00,313
2026-02-03 09:35:00,296
2026-02-03 09:40:00,317
2026-02-03 09:45:00,320
2026-02-03 09:50:00,299
2026-02-03 09:55:00,296
2026-02-03 10:00:00,340
2026-02-03 10:05:00,401
2026-02-03 10:10:00,332
2026-02-03 10:15:00,332
2026-02-03 10:20:00,350
2026-02-03 10:25:00,335
2026-02-03 10:30:00,325
2026-02-03 10:35:00,365
2026-02-03 10:40:00,335
2026-02-03 10:45:00,348
2026-02-03 10:50:00,348
2026-02-03 10:55:00,336
2026-02-03 11:00:00,1597
2026-02-03 11:05:00,1671
2026-02-03 11:10:00,1624
2026-02-03 11:15:00,1541
2026-02-03 11:20:00,1658
2026-02-03 11:25:00,1670
2026-02-03 11:30:00,1596
2026-02-03 11:35:00,1581
2026-02-03 11:40:00,1602
2026-02-03 11:45:00,1590
2026-02-03 11:50:00,1632
2026-02-03 11:55:00,1610
2026-02-03 12:00:00,1156
2026-02-03 12:05:00,1123
2026-02-03 12:10:00,1079
2026-02-03 12:15:00,1142
2026-02-03 12:20:00,1125
2026-02-03 12:25:00,1128
2026-02-03 12:30:00,1229
2026-02-03 12:35:00,1143
2026-02-03 12:40:00,1126
2026-02-03 12:45:00,1153
2026-02-03 12:50:00,1140
2026-02-03 12:55:00,1145
2026-02-03 13:00:00,1490
2026-02-03 13:05:00,1465
2026-02-03 13:10:00,1402
2026-02-03 13:15:00,1427
2026-02-03 13:20:00,1476
2026-02-03 13:25:00,1431
2026-02-03 13:30:00,1450
2026-02-03 13:35:00,1486
2026-02-03 13:40:00,1486
2026-02-03 13:45:00,1472
2026-02-03 13:50:00,1490
2026-02-03 13:55:00,1488
2026-02-03 14:00:00,401
2026-02-03 14:05:00,411
2026-02-03 14:10:00,434
2026-02-03 14:15:00,413
2026-02-03 14:20:00,378
2026-02-03 14:25:00,410
2026-02-03 14:30:00,394
2026-02-03 14:35:00,406
2026-02-03 14:40:00,378
2026-02-03 14:45:00,434
2026-02-03 14:50:00,405
2026-02-03 14:55:00,431
2026-02-03 15:00:00,558
2026-02-03 15:05:00,606
2026-02-03 15:10:00,561
2026-02-03 15:15:00,574
2026-02-03 15:20:00,551
2026-02-03 15:25:00,557
2026-02-03 15:30:00,589
2026-02-03 15:35:00,578
2026-02-03 15:40:00,581
2026-02-03 15:45:00,605
2026-02-03 15:50:00,591
2026-02-03 15:55:00,588
2026-02-03 16:00:00,591
2026-02-03 16:05:00,569
2026-02-03 16:10:00,562
2026-02-03 16:15:00,557
2026-02-03 16:20:00,535
2026-02-03 16:25:00,542
2026-02-03 16:30:00,548
2026-02-03 16:35:00,535
2026-02-03 16:40:00,554
2026-02-03 16:45:00,539
2026-02-03 16:50:00,559
2026-02-03 16:55:00,541
2026-02-03 17:00:00,1487
2026-02-03 17:05:00,1505
2026-02-03 17:10:00,1527
2026-02-03 17:15:00,1582
2026-02-03 17:20:00,1540
2026-02-03 17:25:00,1516
2026-02-03 17:30:00,1567
2026-02-03 17:35:00,1606
2026-02-03 17:40:00,1618
2026-02-03 17:45:00,1560
2026-02-03 17:50:00,1585
2026-02-03 17:55:00,1535
2026-02-03 18:00:00,1425
2026-02-03 18:05:00,1465
2026-02-03 18:10:00,1473
2026-02-03 18:15:00,1392
2026-02-03 18:20:00,1440
2026-02-03 18:25:00,1441
2026-02-03 18:30:00,1459
2026-02-03 18:35:00,1487
2026-02-03 18:40:00,1468
2026-02-03 18:45:00,1409
2026-02-03 18:50:00,1506
2026-02-03 18:55:00,1390
2026-02-03 19:00:00,1376
2026-02-03 19:05:00,1391
2026-02-03 19:10:00,1385
2026-02-03 19:15:00,1363
2026-02-03 19:20:00,1361
2026-02-03 19:25:00,1440
2026-02-03 19:30:00,1315
2026-02-03 19:35:00,1361
2026-02-03 19:40:00,1422
2026-02-03 19:45:00,1357
2026-02-03 19:50:00,1329
2026-02-03 19:55:00,1380
2026-02-03 20:00:00,1875
2026-02-03 20:05:00,1953
2026-02-03 20:10:00,1991
2026-02-03 20:15:00,2009
2026-02-03 20:20:00,1981
2026-02-03 20:25:00,2007
2026-02-03 20:30:00,2008
2026-02-03 20:35:00,1887
2026-02-03 20:40:00,1974
2026-02-03 20:45:00,1895
2026-02-03 20:50:00,1961
2026-02-03 20:55:00,1984
2026-02-03 21:00:00,1055
2026-02-03 21:05:00,1057
2026-02-03 21:10:00,1066
2026-02-03 21:15:00,1047
2026-02-03 21:20:00,1044
2026-02-03 21:25:00,1062
2026-02-03 21:30:00,1018
2026-02-03 21:35:00,1028
2026-02-03 21:40:00,1010
2026-02-03 21:45:00,1017
2026-02-03 21:50:00,1001
2026-02-03 21:55:00,1026
2026-02-03 22:00:00,801
2026-02-03 22:05:00,740
2026-02-03 22:10:00,803
2026-02-03 22:15:00,821
2026-02-03 22:20:00,801
2026-02-03 22:25:00,758
2026-02-03 22:30:00,786
2026-02-03 22:35:00,812
2026-02-03 22:40:00,792
2026-02-03 22:45:00,761
2026-02-03 22:50:00,760
2026-02-03 22:55:00,779
2026-02-03 23:00:00,971
2026-02-03 23:05:00,977
2026-02-03 23:10:00,955
2026-02-03 23:15:00,953
2026-02-03 23:20:00,970
2026-02-03 23:25:00,970
2026-02-03 23:30:00,1007
2026-02-03 23:35:00,958
2026-02-03 23:40:00,983
2026-02-03 23:45:00,986
2026-02-03 23:50:00,972
2026-02-03 23:55:00,958
2026-02-04 00:00:00,86
2026-02-04 00:05:00,79
2026-02-04 00:10:00,83
2026-02-04 00:15:00,96
2026-02-04 00:20:00,86
2026-02-04 00:25:00,102
2026-02-04 00:30:00,98
2026-02-04 00:35:00,85
2026-02-04 00:40:00,92
2026-02-04 00:45:00,93
2026-02-04 00:50:00,90
2026-02-04 00:55:00,98
2026-02-04 01:00:00,131
2026-02-04 01:05:00,124
2026-02-04 01:10:00,110
2026-02-04 01:15:00,132
2026-02-04 01:20:00,117
2026-02-04 01:25:00,137
2026-02-04 01:30:00,129
2026-02-04 01:35:00,121
2026-02-04 01:40:00,145
2026-02-04 01:45:00,107
2026-02-04 01:50:00,121
2026-02-04 01:55:00,132
2026-02-04 02:00:00,68
2026-02-04 02:05:00,54
2026-02-04 02:10:00,94
2026-02-04 02:15:00,81
2026-02-04 02:20:00,89
2026-02-04 02:25:00,82
2026-02-04 02:30:00,68
2026-02-04 02:35:00,74
2026-02-04 02:40:00,73
2026-02-04 02:45:00,65
2026-02-04 02:50:00,74
2026-02-04 02:55:00,77
2026-02-04 03:00:00,122
2026-02-04 03:05:00,141
2026-02-04 03:10:00,150
2026-02-04 03:15:00,134
2026-02-04 03:20:00,126
2026-02-04 03:25:00,124
2026-02-04 03:30:00,141
2026-02-04 03:35:00,136
2026-02-04 03:40:00,133
2026-02-04 03:45:00,136
2026-02-04 03:50:00,98
